Code vooropleiding oorspr. code|Onderwijssector|Omschrijving vooropleiding oorspr. code
80146|HO|Ad Pastoraal Werk
80147|HO|Ad Health & Social Work
80148|HO|Ad Logistiek
80149|HO|Ad Logistics Management
80150|HO|Ad Online Contentcreator
80151|HO|Ad Creative Media Professional
80152|HO|Ad AD-ICT
80153|HO|Ad Smart Industry
80154|HO|Ad Built Environment
80155|HO|Ad ICT Internet of Things
80156|HO|Ad Cybersecurity
80157|HO|Ad Industriele Automatisering en Robotica
80158|HO|Ad Mechatronica
80159|HO|Ad Gebouwgebonden Installatietechniek
80160|HO|Ad Electronic Music
80161|HO|Ad ICT-Engineer
80162|HO|Ad E-commerce
80163|HO|Ad Zorgadministratie
80164|HO|Ad Bouwmanagement
80165|HO|Ad Digitale Techniek & Media
80166|HO|Ad Didactisch Educatief Professional
80167|HO|Ad Educatief Professional Beroepsonderwijs
80168|HO|Ad Klassiek Ballet
80169|HO|Ad Smart Technology
80170|HO|Ad Internationaal Toeristisch Management
80171|HO|Ad Commerciele Economie & Ondernemerschap
80172|HO|Ad Hotel- & Eventmanagement
80173|HO|Ad Sport
80174|HO|Ad IT
80175|HO|Ad Mechatronica in de Smart Industry
80176|HO|Ad Frontend Design & Development
80177|HO|Ad Food, Business & Innovation
80178|HO|Ad Diermanagement
80179|HO|Ad Smart Media Production
80180|HO|Ad Energietransitie Engineer
80181|HO|Ad Data Analytics
80182|HO|Ad Participatie en Buurtontwikkeling
80183|HO|Ad Culinary professional
80184|HO|Ad Maintenance
80185|HO|Ad Cyber Safety & Security
80186|HO|Ad Tailor Professional
80187|HO|Ad Automotive
80188|HO|Ad Event & Experience Management
80189|HO|Ad Online Marketing
80190|HO|Ad Information Security
80191|HO|Ad Fashion Business Professional
80193|HO|Ad Interior Brand Identity
80194|HO|Ad Smart Asset Maintenance
80195|HO|Ad Groene Leefomgeving
80196|HO|Ad Business & Innovation
80197|HO|Ad Zorg & Veiligheid
80198|HO|Ad Praktijkondersteuner Huisarts
80900|HO|Ad Mechatronica (vraagfinanciering)
80901|HO|Ad IT Service Management (vraagfinanciering)
80902|HO|Ad Engineering (vraagfinanciering)
80903|HO|Ad ICT & Telecommunicatie (vraagfinanciering)
80904|HO|Ad Industriele Automatisering (vraagfinanciering)
80905|HO|Ad Projectleider Techniek (vraagfinanciering)
80906|HO|Ad Management in de Zorg (vraagfinanciering)
80907|HO|Ad Sociaal Werk (vraagfinanciering)
80908|HO|Ad Ondernemend in de Zorg (vraagfinanciering)
81000|HO|B Small Business and Retail Management (open bestel)
81001|HO|B Laborant Klinische Neurofysiologie (open bestel)
81002|HO|B Bedrijfskundige Informatica (open bestel)
81003|HO|B Informatica (Software Engineering) (open bestel)
81004|HO|B Bouwkunde (open bestel)
81005|HO|B HBO - Rechten (open bestel)
81006|HO|B Toegepaste Psychologie (open bestel)
81007|HO|B Technische Informatica (open bestel)
81008|HO|B Longfunctieanalist (open bestel)
81009|HO|B Hartfunctielaborant (open bestel)
81010|HO|B Logistiek en Economie (open bestel)
81011|HO|B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands (open bestel)
81012|HO|B Rechten (open bestel)
81020|HO|B Elektrotechniek (vraagfinanciering)
81021|HO|B Werktuigbouwkunde (vraagfinanciering)
81022|HO|B Technische Bedrijfskunde (vraagfinanciering)
81023|HO|B Mechatronica (vraagfinanciering)
81024|HO|B Informatica (vraagfinanciering)
81025|HO|B Informatie en Communicatie Technologie (vraagfinanciering)
81026|HO|B Technische Informatica (vraagfinanciering)
81027|HO|B IT-Service Management (vraagfinanciering)
81028|HO|B Social Work (vraagfinanciering)
81029|HO|B Management in de Zorg (vraagfinanciering)
81030|HO|B Opleiding tot Verpleegkundige (vraagfinanciering)
81031|HO|B Maatschappelijk Werk en Dienstverlening (vraagfinanciering)
81032|HO|B Sociaal Pedagogische Hulpverlening (vraagfinanciering)
81033|HO|B HBO-ICT (vraagfinanciering)
81034|HO|B Bachelor of Nursing (vraagfinanciering)
90010|MBO|Allround operator (vakopleiding)
90011|MBO|Allround operator (Allround operator productietechniek) (vakopleiding)
90012|MBO|Allround operator (Operator B) (vakopleiding)
90013|MBO|Allround operator (Specialist textiel) (vakopleiding)
90014|MBO|Allround operator (Allround voedingsoperator) (vakopleiding)
90015|MBO|Allround operator (Specialist textiel) (vakopleiding)
90020|MBO|Applicatieontwikkelaar (middenkaderopleiding)
90030|MBO|Artiest (middenkaderopleiding)
90031|MBO|Artiest (Dans) (middenkaderopleiding)
90032|MBO|Artiest (Drama) (middenkaderopleiding)
90033|MBO|Artiest (Musical) (middenkaderopleiding)
90034|MBO|Artiest (Muziek) (middenkaderopleiding)
90035|MBO|Artiest (Sounddesign) (middenkaderopleiding)
90036|MBO|Artiest (Muziek sounddesign) (middenkaderopleiding)
90037|MBO|Artiest (Muziek uitvoerend) (middenkaderopleiding)
90038|MBO|Artiest (Muziek) (middenkaderopleiding)
90040|MBO|Assistent voedingsindustrie (assistentenopleiding)
90050|MBO|AV-productie (basisberoepsopleiding)
90051|MBO|AV-productie (Medewerker Fotografie) (basisberoepsopleiding)
90052|MBO|AV-productie (Medewerker Fotografie) (basisberoepsopleiding)
90053|MBO|AV-productie (Medewerker Fotografie) (basisberoepsopleiding)
90060|MBO|AV-productie (vakopleiding)
90061|MBO|AV-productie (Allround medewerker AV-productie) (vakopleiding)
90062|MBO|AV-productie (Allround medewerker AV-productie) (vakopleiding)
90063|MBO|AV-productie (Allround medewerker AV-productie) (vakopleiding)
90070|MBO|AV-productie (middenkaderopleiding)
90071|MBO|AV-productie (Beeldtechnicus) (middenkaderopleiding)
90072|MBO|AV-productie (Beeldtechnicus) (middenkaderopleiding)
90073|MBO|AV-productie (Cameraman) (middenkaderopleiding)
90074|MBO|AV-productie (Cameraman) (middenkaderopleiding)
90075|MBO|AV-productie (Fotograaf) (middenkaderopleiding)
90076|MBO|AV-productie (Fotograaf) (middenkaderopleiding)
90077|MBO|AV-productie (Geluidstechnicus) (middenkaderopleiding)
90078|MBO|AV-productie (Lichttechnicus) (middenkaderopleiding)
90079|MBO|AV-productie (Video-editor) (middenkaderopleiding)
90081|MBO|AV-productie (Beeldtechnicus) (middenkaderopleiding)
90082|MBO|AV-productie (Cameraman) (middenkaderopleiding)
90083|MBO|AV-productie (Fotograaf) (middenkaderopleiding)
90084|MBO|AV-productie (Geluidstechnicus) (middenkaderopleiding)
90085|MBO|AV-productie (Geluidstechnicus) (middenkaderopleiding)
90086|MBO|AV-productie (Lichttechnicus) (middenkaderopleiding)
90087|MBO|AV-productie (Lichttechnicus) (middenkaderopleiding)
90088|MBO|AV-productie (Video-editor) (middenkaderopleiding)
90089|MBO|AV-productie (Video-editor) (middenkaderopleiding)
90090|MBO|Bedrijfsvoertuigtechnicus (basisberoepsopleiding)
90100|MBO|Vestigingsmanager groothandel (middenkaderopleiding)
90110|MBO|Commercieel medewerker (vakopleiding)
90111|MBO|Commercieel medewerker (Commercieel medewerker binnendienst) (vakopleiding)
90112|MBO|Commercieel medewerker (Commercieel medewerker binnendienst) (vakopleiding)
90113|MBO|Commercieel medewerker (Commercieel medewerker buitendienst) (vakopleiding)
90114|MBO|Commercieel medewerker (Contactcenter medewerker) (vakopleiding)
90120|MBO|Dakdekker (basisberoepsopleiding)
90121|MBO|Dakdekker (Dakdekker bitumen en kunststof) (basisberoepsopleiding)
90122|MBO|Dakdekker (Dakdekker leien) (basisberoepsopleiding)
90123|MBO|Dakdekker (Dakdekker metaal) (basisberoepsopleiding)
90124|MBO|Dakdekker (Dakdekker pannen) (basisberoepsopleiding)
90125|MBO|Dakdekker (Dakdekker riet) (basisberoepsopleiding)
90130|MBO|Dierverzorging 3/4 (Proefdierverzorger) (vakopleiding)
90140|MBO|Dierverzorging 3/4  (Biotechnicus) (middenkaderopleiding)
90150|MBO|Distributiemonteur (basisberoepsopleiding)
90160|MBO|Distributiemonteur (vakopleiding)
90161|MBO|Distributiemonteur (Monteur elektrodistributie) (vakopleiding)
90162|MBO|Distributiemonteur (Monteur gasdistributie) (vakopleiding)
90163|MBO|Distributiemonteur (Monteur warmtedistributie) (vakopleiding)
90164|MBO|Distributiemonteur (Monteur waterdistributie) (vakopleiding)
90165|MBO|Distributiemonteur (Servicemonteur aansluitingen) (vakopleiding)
90170|MBO|Distributiemonteur (middenkaderopleiding)
90171|MBO|Distributiemonteur (Technicus elektrodistributie) (middenkaderopleiding)
90172|MBO|Distributiemonteur (Technicus gasdistributie) (middenkaderopleiding)
90173|MBO|Distributiemonteur (Technicus warmtedistributie) (middenkaderopleiding)
90180|MBO|DTP-er (basisberoepsopleiding)
90181|MBO|DTP-er (Medewerker DTP) (basisberoepsopleiding)
90182|MBO|DTP-er (Medewerker DTP) (basisberoepsopleiding)
90190|MBO|DTP-er (vakopleiding)
90191|MBO|DTP-er (Allround DTP-er) (vakopleiding)
90192|MBO|DTP-er (Allround DTP-er Savantis) (vakopleiding)
90200|MBO|Logistiek teamleider (vakopleiding)
90201|MBO|Logistiek teamleider (Logistiek teamleider) (vakopleiding)
90202|MBO|Logistiek teamleider (Logistiek teamleider) (vakopleiding)
90210|MBO|Logistiek supervisor (middenkaderopleiding)
90211|MBO|Logistiek supervisor (Logistiek supervisor) (middenkaderopleiding)
90212|MBO|Logistiek supervisor (Logistiek supervisor mobiliteitsbranche) (middenkaderopleiding)
90213|MBO|Logistiek supervisor (Logistiek supervisor) (middenkaderopleiding)
90214|MBO|Logistiek supervisor (Logistiek supervisor LIFTgroup) (middenkaderopleiding)
90215|MBO|Logistiek supervisor (Logistiek supervisor Innovam) (middenkaderopleiding)
90216|MBO|Logistiek supervisor (Logistiek supervisor KC Handel) (middenkaderopleiding)
90217|MBO|Logistiek supervisor (Logistiek supervisor VTL) (middenkaderopleiding)
90220|MBO|ICT-beheerder (middenkaderopleiding)
90221|MBO|ICT-beheerder (Real-time systemen) (middenkaderopleiding)
90222|MBO|ICT-beheerder (Servicedesk) (middenkaderopleiding)
90230|MBO|Medewerker beheer ICT (vakopleiding)
90240|MBO|Operator C (middenkaderopleiding)
90250|MBO|Logistiek medewerker (basisberoepsopleiding)
90251|MBO|Logistiek medewerker (Logistiek medewerker balieshopmedewerker) (basisberoepsopleiding)
90252|MBO|Logistiek medewerker (Logistiek medewerker) (basisberoepsopleiding)
90253|MBO|Logistiek medewerker (Logistiek medewerker Mobiliteitsbranche) (basisberoepsopleiding)
90254|MBO|Logistiek medewerker (Logistiek medewerker versindustrie) (basisberoepsopleiding)
90255|MBO|Logistiek medewerker (Logistiek medewerker) (basisberoepsopleiding)
90256|MBO|Logistiek medewerker (Logistiek medewerker) (basisberoepsopleiding)
90257|MBO|Logistiek medewerker (Logistiek medewerker groothandel) (basisberoepsopleiding)
90260|MBO|Middenkaderfunctionaris bouw en infra (middenkaderopleiding)
90261|MBO|Middenkaderfunctionaris bouw en infra (Bouw) (middenkaderopleiding)
90262|MBO|Middenkaderfunctionaris bouw en infra (Infra) (middenkaderopleiding)
90263|MBO|Middenkaderfunctionaris bouw en infra (Landmeetkunde) (middenkaderopleiding)
90264|MBO|Middenkaderfunctionaris bouw en infra (Verkeer en stedenbouw) (middenkaderopleiding)
90270|MBO|Milieu en ruimte (Milieufunctionaris) (middenkaderopleiding)
90280|MBO|Netwerkbeheerder (middenkaderopleiding)
90290|MBO|Ondernemer detailhandel (middenkaderopleiding)
90300|MBO|Ondernemer horeca/bakkerij (middenkaderopleiding)
90301|MBO|Ondernemer horeca/bakkerij (Manager/ondernemer café-bar) (middenkaderopleiding)
90302|MBO|Ondernemer horeca/bakkerij (Manager/ondernemer fastservice) (middenkaderopleiding)
90303|MBO|Ondernemer horeca/bakkerij (Manager/ondernemer horeca) (middenkaderopleiding)
90304|MBO|Ondernemer horeca/bakkerij (Ondernemer bakkerij) (middenkaderopleiding)
90310|MBO|Operator (basisberoepsopleiding)
90311|MBO|Operator (Operator A) (basisberoepsopleiding)
90312|MBO|Operator (Operator productietechniek) (basisberoepsopleiding)
90313|MBO|Operator  (Voedingsoperator) (basisberoepsopleiding)
90314|MBO|Operator (Operator textiel) (basisberoepsopleiding)
90320|MBO|Podium- en evenemententechniek (Medewerker Podium- en evenemententechniek) (basisberoepsopleiding)
90330|MBO|Podium- en evenemententechniek (Podium- en evenemententechnicus) (vakopleiding)
90340|MBO|Podium-en evenemententechniek (Podiumtechnicus toneel) (middenkaderopleiding)
90350|MBO|Praktijkopleider (specialistenopleiding)
90360|MBO|Medewerker ICT (basisberoepsopleiding)
90370|MBO|Timmerkracht (basisberoepsopleiding)
90380|MBO|Verkoopspecialist (vakopleiding)
90381|MBO|Verkoopspecialist (Verkoopadviseur wonen) (vakopleiding)
90382|MBO|Verkoopspecialist (Verkoopmedewerker showroom) (vakopleiding)
90383|MBO|Verkoopspecialist (Verkoopspecialist detailhandel) (vakopleiding)
90384|MBO|Verkoopspecialist (Eerste verkoper) (vakopleiding)
90385|MBO|Verkoopspecialist (Verkoopspecialist mode) (vakopleiding)
90386|MBO|Verkoopspecialist (Verkoopspecialist elektrotechnische detailhandel) (vakopleiding)
90390|MBO|Verkoper (basisberoepsopleiding)
90400|MBO|Mediavormgever (middenkaderopleiding)
90401|MBO|Mediavormgever (Animatie/audiovisuele vormgeving) (middenkaderopleiding)
90402|MBO|Mediavormgever (Art & Design Savantis) (middenkaderopleiding)
90403|MBO|Mediavormgever (Grafische vormgeving) (middenkaderopleiding)
90404|MBO|Mediavormgever (Interactieve vormgeving) (middenkaderopleiding)
90411|MBO|Mediavormgever (Animatie/audiovisuele vormgeving) (middenkaderopleiding)
90412|MBO|Mediavormgever (Art & Design KC GOC) (middenkaderopleiding)
90413|MBO|Mediavormgever (Grafische vormgeving) (middenkaderopleiding)
90414|MBO|Mediavormgever (Interactieve vormgeving) (middenkaderopleiding)
90421|MBO|Mediavormgever (Animatie/audiovisuele vormgeving) (middenkaderopleiding)
90422|MBO|Mediavormgever (Art & Design) (middenkaderopleiding)
90423|MBO|Mediavormgever (Interactieve vormgeving) (middenkaderopleiding)
90424|MBO|Mediavormgever (Grafische vormgeving) (middenkaderopleiding)
90430|MBO|Juridisch medewerker (middenkaderopleiding)
90431|MBO|Juridisch medewerker (Arbeidsvoorziening en personeelswerk) (middenkaderopleiding)
90432|MBO|Juridisch medewerker (Openbaar bestuur) (middenkaderopleiding)
90433|MBO|Juridisch medewerker (Sociale zekerheid) (middenkaderopleiding)
90434|MBO|Juridisch medewerker (Zakelijke dienstverlening) (middenkaderopleiding)
90435|MBO|Juridisch medewerker (Personeel en arbeid) (middenkaderopleiding)
90440|MBO|Arbeidsmarktgekwalificeerd assistent (assistentenopleiding)
90450|MBO|Assistent operator (assistentenopleiding)
90451|MBO|Assistent operator (Assistent operator productietechniek) (assistentenopleiding)
90452|MBO|Assistent operator (Basisoperator) (assistentenopleiding)
90460|MBO|Administrateur (middenkaderopleiding)
90461|MBO|Administrateur (Assistent accountant) (middenkaderopleiding)
90462|MBO|Administrateur (Bedrijfsadministrateur) (middenkaderopleiding)
90463|MBO|Administrateur (Salarisadministrateur) (middenkaderopleiding)
90470|MBO|Administratief medewerker (basisberoepsopleiding)
90471|MBO|Administratief medewerker (Bedrijfsadministratief medewerker) (basisberoepsopleiding)
90472|MBO|Administratief medewerker (Secretarieel medewerker) (basisberoepsopleiding)
